gene,211027_01_S001,211027_02_S001,211027_03_S001,211027_04_S001,211027_05_S001,211027_06_S001,211027_07_S001,211027_08_S001,211027_09_S001,211027_10_S001,211027_11_S001,211027_12_S001,211027_13_S001,211027_14_S001,211027_15_S001,211027_16_S001
sfsA,439.47565,430.41645,586.527,362.24015,365.8027,485.9941,105.17827,507.66745,582.35075,128.78705,250.7736,129.70885,346.37765,578.9195,236.86645,219.94785
ligT,263.11165,236.24665,154.62275,102.04807,219.37545,242.77895,90.47905,363.5853,260.93275,105.24425,178.7395,127.1977,239.79315,349.9061,60.83869,52.782115
hrpB,194.7975,161.15845,132.663,101.47916,214.9648,124.7257,86.97477,154.45625,147.2907,90.58319,112.3378,111.69085,151.63495,139.434,54.514205,62.06305
mrcB,407.52035,329.9675,311.29425,199.60645,397.97155,270.8821,187.0222,279.7885,254.81395,169.8746,195.36915,190.135,292.22215,251.0942,85.06081,114.29045
fhuA,1004.3449,885.14665,1195.2355,882.5586,908.5929,993.99575,322.67885,1574.614,1263.34,2577.221,512.2209,248.35745,1134.2461,1388.031,582.6818,2116.611
fhuC,369.09125,291.90385,503.92955,406.0492,318.88835,375.58765,168.367,603.97335,541.81825,834.8724,184.1376,127.59455,361.1612,466.2057,251.679,766.14105
fhuD,287.36695,240.10975,293.93205,240.06865,252.7526,315.6189,128.359,496.83225,361.90685,615.2272,161.59875,86.362735,280.2116,394.49315,175.5049,432.54845
fhuB,319.0892,246.2554,335.14525,279.09445,290.3756,270.9469,155.51475,510.76915,386.742,537.52335,147.8834,97.918395,246.49535,384.3352,176.1202,393.787
hemL,1012.07145,832.7162,984.13395,672.48275,938.1133,928.09335,452.28225,913.3664,997.08615,595.1469,953.4247,1078.9845,1225.5605,917.65925,403.9738,422.0572
clcA,389.18885,317.1322,228.88285,179.1095,357.05235,303.54955,193.36925,322.15515,219.19615,170.4492,181.50335,246.80925,281.316,253.98095,82.19763,119.66505
yadR,2130.568,2099.214,825.9549,593.1647,1975.682,2141.419,806.25185,1676.1065,1269.774,702.8497,2487.132,1200.3565,1722.5705,1115.1055,620.11365,314.5431
yadS,307.1853,244.4204,160.2253,134.7414,270.18605,173.13975,167.2869,261.75765,171.4496,178.47575,168.0398,193.42495,207.86395,230.82595,95.39769,73.018775
btuF,275.53105,241.39545,257.1028,228.34515,289.4403,242.4342,146.8345,324.48625,266.51485,203.9395,209.05775,262.2105,299.6358,348.2323,150.69035,161.8741
pfs,1469.769,1208.6005,2833.6855,1326.7275,1379.738,1730.7485,354.4,2062.905,2446.7215,760.3581,1779.3655,1777.8305,2143.8585,2095.4865,562.5776,550.40405
dgt,321.67625,291.6594,196.85785,147.51785,356.38795,432.35895,172.001,207.81575,175.10325,117.7058,150.04895,171.791,294.77155,173.23875,11.40747,78.05363
degP,568.20825,539.3285,605.3498,533.5416,552.1836,1289.793,343.6128,776.7039,1243.3855,473.93715,723.4072,1354.57,3506.695,663.83845,353.9891,461.76895
cdaR,346.0737,396.88975,237.298,174.98235,524.7608,482.5412,148.7111,88.085975,325.4574,58.60766,89.137545,131.35105,128.5103,152.02055,84.79747,271.9983
yaeH,158.37505,174.73705,280.45625,164.63875,202.7302,199.7046,90.073455,125.4853,161.49515,54.41279,82.57412,101.967645,162.83815,146.31085,108.80271,153.6895
yaeI,93.36383,84.90932,34.523885,30.42365,80.475325,71.42224,42.153295,61.151225,27.13591,28.091115,33.33372,25.61631,23.49295,50.783375,13.74142,18.651735
dapD,1802.2945,1554.6345,1609.3765,1188.86,1715.4485,2177.4245,797.65705,1550.959,2600.121,1101.18,1275.7755,1121.7785,1721.184,1366.015,1190.6265,602.1099
glnD,228.64515,200.7729,165.4831,117.84545,266.91105,274.69905,107.43115,61.86414,198.45885,118.56995,138.2068,176.2103,219.8375,40.19197,85.856665,75.48289
map,1405.931,1262.115,1029.8535,687.94575,1202.0495,2105.7045,505.49525,1974.865,1628.0995,673.15475,1422.541,1213.679,1513.6095,1308.47,718.5939,351.79195
t44,12520.08,13360.15,11544.275,7980.774,10757.425,10601.475,4742.4485,15430.96,6724.9255,6731.9005,12730.35,5888.0155,14335.56,14158.09,2999.519,4103.8395
rpsB,20066.89,15857.635,17555.4,12166.75,15655.8,14588.41,7639.6615,19005.895,12550.725,11833.33,16430.685,10396.083,20189.55,17482.54,5371.329,7335.054
tsf,7564.212,5628.7495,7120.157,5166.8565,5835.0025,6182.6545,3003.619,6987.124,5646.462,4331.7605,5888.384,3348.5965,7465.943,6037.874,2206.0805,2614.317
pyrH,3071.764,2363.1795,3550.9295,2661.007,2350.6685,2721.134,1443.459,3496.1715,3048.6295,3219.1795,3629.752,2662.682,4798.2825,4119.742,1292.8925,1794.9815
frr,3325.3215,2597.2785,2479.907,1775.3085,2964.713,2934.347,1292.6325,2436.4215,3235.1545,1317.5735,2024.6275,1839.6395,3544.908,2090.7585,1152.592,649.97925
dxr,401.7236,335.3046,263.5399,187.4422,424.0475,289.75045,172.42375,402.15745,258.26005,226.6206,214.6419,236.57675,437.12105,331.85935,109.99745,89.92948
ispU,1030.504,919.5361,409.7217,354.8189,992.4372,670.7856,513.5441,682.5442,475.2022,380.8193,597.47185,518.8174,729.797,638.95195,228.03365,187.00985
cdsA,2511.6175,2169.6525,1078.7685,742.92985,2315.7825,1617.2125,957.13905,1635.198,903.64455,748.4745,1443.0555,1177.6805,1528.4,1550.954,455.64535,387.8446
yaeL,1984.924,1693.314,821.43945,605.72475,1707.906,1377.5745,724.9429,1460.699,774.4562,606.32875,1066.4695,843.4392,1442.04,1269.299,394.35695,316.13935
yaeT,1918.1555,1855.309,1399.532,970.13835,1936.7365,1963.097,850.49405,1881.776,1171.142,812.3861,1423.712,925.9646,2267.373,1660.318,726.313,563.2399
hlpA,2390.2525,2040.822,1473.1825,1220.5095,2248.198,2163.697,1008.29545,1852.3445,1862.8825,985.77905,1761.842,1069.0969,2902.132,1561.3175,727.93565,566.45525
lpxD,2693.414,2294.222,1535.1005,1182.895,2438.7255,3278.0245,1083.8317,2522.8865,1784.6925,1331.523,2329.471,1826.791,3540.63,2194.9865,885.5399,744.20615
fabZ,3473.8605,2960.897,2596.016,1895.603,3067.9445,2984.289,1434.465,3907.5495,2689.9575,1833.2685,3289.8435,2169.2515,4439.7955,3393.944,1375.998,956.1474
lpxA,1542.4715,1287.576,1072.992,809.3273,1477.9315,1145.104,635.15835,1519.922,1132.42,876.26075,1212.3275,1047.9919,1694.1815,1407.7155,387.9322,474.20175
lpxB,925.4092,732.4136,595.8851,478.72015,862.36535,756.1497,408.17675,1026.584,857.63045,640.2672,675.81815,779.35095,1161.0725,956.849,344.9379,314.9155
rnhB,890.38375,720.85415,540.6258,413.3949,776.25545,713.83235,440.7047,882.5003,668.57755,529.57535,551.39605,613.9931,895.56065,809.0968,336.2991,243.94315
dnaE,794.1118,555.9982,457.02775,363.2865,688.27365,545.5331,339.58015,661.71345,511.334,405.45525,421.03085,389.9037,720.04005,584.4868,246.68585,212.63085
accA,4429.2755,3465.445,3394.534,3449.7375,3856.8775,4015.849,2484.2175,4535.4695,4242.965,3731.6945,3598.969,3478.0075,4722.264,4255.4315,2342.587,1890.881
ldcC,97.844355,98.53558,104.5775,74.765155,111.28575,93.816975,58.684255,113.01805,109.62445,44.7399,49.642965,80.06599,146.86295,88.05395,54.227315,35.742135
yaeR,200.76895,199.05165,190.12605,134.89805,236.44295,201.7941,122.4558,230.8269,186.4489,88.82517,102.23102,103.698995,244.1334,176.2187,70.451085,56.896115
tilS,370.5661,263.02385,225.92535,186.1441,302.92995,238.4865,198.2288,256.843,272.2132,198.39895,159.15455,199.1434,228.34075,229.63085,106.358985,99.946675
rof,390.5233,382.8508,384.73065,328.908,450.34725,404.74385,205.7071,401.54885,439.88225,189.474,251.0584,203.95515,373.8608,371.83375,250.7645,180.45385
yaeP,740.61105,684.30635,895.2782,729.5348,776.1605,766.06955,391.66515,760.1243,758.09145,388.4637,443.4593,411.7954,658.96085,666.60415,486.9883,372.4964
yaeQ,1011.3797,783.7275,947.8397,670.4352,859.4651,910.19625,357.84535,1224.0045,1351.4685,666.09705,598.20865,524.2498,1005.25525,1000.5506,433.7908,383.64235
yaeJ,1714.5855,1142.895,1297.0245,1245.777,1309.185,1239.711,1240.478,1443.221,2653.6795,1756.9255,849.39135,1064.2015,1525.652,1360.711,1799.0565,838.5026
nlpE,435.14845,371.2417,467.68205,355.7043,465.5123,416.9263,189.54735,525.24945,519.58855,279.4168,268.7912,288.27415,497.81645,479.25665,220.9637,200.2971
yaeF,52.152395,53.587185,23.74723,17.207625,41.182935,31.39712,27.724545,36.51863,15.78563,16.55327,26.06209,11.47888,22.054,28.96749,11.342165,7.7798355
proS,1621.552,1250.1,1695.8735,1246.1275,1534.3555,1597.1875,717.79695,1618.1625,2068.1415,1051.9695,1553.416,1544.751,1926.7445,1535.903,767.92085,608.5019
yaeB,328.4655,262.14955,144.79635,118.2438,364.96655,265.13,164.72055,265.12155,271.5386,168.2293,273.88485,189.41165,296.2665,234.6991,121.5393,70.66072
rcsF,523.8758,502.52305,325.00735,241.27165,651.3414,594.2475,273.4062,502.70305,427.5589,256.1038,482.85795,371.42965,574.72435,428.0316,207.98885,141.53223
metQ,1026.51655,843.83235,983.3245,889.8155,1013.07785,898.6155,460.98755,1259.779,810.53495,1011.334,780.70125,500.8553,1154.1005,1199.681,379.7115,478.94075
metI,656.71075,555.5473,587.5707,403.8103,494.6815,417.04685,216.61905,815.49275,289.22285,551.5237,494.68855,262.46745,434.78415,716.23315,102.20045,227.13635
metN,216.6087,160.2899,221.73805,133.54145,147.5461,119.10275,57.86345,265.74265,80.915305,190.09105,186.119,90.06804,139.61085,229.13895,25.34722,66.92439
gmhB,871.8897,758.57465,867.823,525.4374,871.58395,1070.71155,270.82105,676.5721,706.1217,366.72685,704.95525,477.37595,1182.0865,563.83735,317.0666,286.5142
rrsH,162281.2,138131.95,121008.65,122656.05,156222.9,122646.3,114861.55,111145.3,125157.35,110300.25,102856.55,102979.1,120950.9,101141.75,85149.71,88231.41
ileV,7334.329,6111.2085,3547.321,2571.6765,6149.7915,4586.6865,3878.848,5367.7465,3050.1135,5313.104,5135.229,4144.5785,7338.8345,4928.7035,1612.9975,1996.5475
alaV,10606.48,8322.123,4557.276,3420.5635,8537.314,6345.56,5849.4665,7279.095,4425.5895,8710.89,7338.6475,6527.238,10430.105,7092.5655,2320.676,3137.65
rrlH,174560.25,149806.25,146493.45,146564.5,169374.05,140993.2,126423.6,131456.15,154082.65,122601.1,112168.45,124694.5,133313.35,115697.35,108081.665,106839.45
rrfH,83702.435,77522.54,63664.91,39463.44,89149.105,59156.775,50839.9,44035.235,32681.15,35086,47177.275,42893.89,48450.78,42255.71,22751.775,27129.875
aspU,59150.165,50910.43,30399.795,29499.21,47727.045,32563.83,45367.99,37229.795,51220.565,42246.225,36609.405,33794.245,41113.25,39021.63,36599.925,25519.84
dkgB,289.6073,242.80055,136.0099,103.5042,631.1068,209.65625,143.7144,178.4708,118.50855,128.72815,344.0624,102.30945,217.44985,152.0669,64.426895,83.83575
yafC,87.924,79.34959,45.53743,29.22882,134.996,67.42958,47.479755,46.308115,43.91708,33.46861,61.254945,34.21446,58.19452,40.535085,26.52595,20.361945
yafD,386.23805,372.4567,317.17105,189.21065,627.8498,392.64365,178.8148,370.611,231.24815,179.07385,252.15675,139.5602,256.16325,284.4956,114.26495,115.5784
yafE,120.96225,115.4854,59.470615,47.822055,245.12315,103.23385,66.40694,103.0033,59.920865,56.506755,106.1644,39.139705,72.878045,70.09167,38.23537,31.57303
mltD,699.014,547.5758,581.9621,494.08965,771.0829,651.5516,387.0716,682.9595,848.93255,446.28735,706.8682,1092.046,1231.0865,741.9357,537.40665,282.4237
gloB,108.81418,109.0475,112.1047,73.784965,126.9105,162.0228,52.35704,97.08966,113.63015,47.69065,90.97789,59.55984,177.8023,99.15898,80.383035,50.460345
yafS,181.05515,198.40325,176.4212,110.5697,275.71575,159.8791,72.45963,247.48355,128.9467,73.93301,150.12705,74.661985,160.86495,211.03315,72.97757,67.629835
rnhA,31.97232,35.79916,34.64448,28.443275,42.59449,27.621945,14.059425,29.34124,33.57468,15.31999,21.007545,22.404215,42.138605,31.65799,12.0367,12.938515
dnaQ,2.341721,2.6019785,2.3984685,2.138455,2.4415105,2.5233565,2.3393275,2.766754,2.3387655,2.3637035,2.209596,2.0798265,2.1975175,2.346597,2.055426,2.212426
aspV,58756.975,50360.91,31107.59,29633.035,48222.76,33278.94,46019.455,37727.27,50695.08,43517.105,37309.265,34361.9,41578.305,39382.81,38350.355,25967.24
yafT,201.0008,169.11215,92.68789,87.273945,150.61395,85.09218,101.90516,190.8344,41.500955,211.7143,133.91615,49.7822,78.16433,184.38945,25.797245,52.520375
yafU,13.95098,14.104665,6.525474,4.2983,12.638295,7.6731125,8.9119615,5.368757,2.483735,6.9693965,3.840588,3.393943,7.093662,6.455495,2.7618365,2.3396385
yafF,47.29068,43.390755,24.50545,14.90773,41.25764,17.070775,18.70298,25.69849,9.4220525,11.912695,21.359665,8.8256935,13.69739,20.72254,6.460877,7.9712625
yafV,134.14885,118.8517,111.0091,83.22028,161.58955,113.50625,64.97243,93.00517,88.113135,48.71034,48.533685,74.33372,119.5283,74.4767,39.24953,61.997675
ivy,542.38465,494.49245,486.39945,322.0914,574.19995,696.74,228.59055,349.1073,579.72395,158.19795,428.72925,349.4017,1126.9718,305.883,267.24845,139.6825
fadE,106.6477,99.167805,113.99665,69.827835,120.6454,79.281435,67.46791,55.279295,135.44395,32.547285,32.976215,38.54966,41.603395,72.099045,35.733795,26.96401
lpcA,1308.552,1088.37415,1192.4999,1072.50655,1196.34195,1119.821,625.6674,1210.5275,2534.966,748.85225,840.92685,1109.8338,1114.29205,938.68225,1205.712,625.95515
yafJ,574.2065,515.6875,361.5372,262.457,649.65755,514.40985,264.28615,466.37685,439.18215,269.2285,371.27975,338.9884,536.9911,426.7459,202.44135,171.7054
yafK,740.77465,686.0768,260.7425,211.6304,736.09645,552.48245,447.4905,408.87665,263.5042,293.02005,379.2781,336.3389,747.27065,317.19275,168.18515,112.013765
yafQ,309.2594,351.2543,260.42815,206.80825,391.8448,360.65415,227.3494,408.2972,273.2716,239.5585,361.79275,248.1519,537.6565,375.60395,287.3928,185.96925
dinJ,396.07215,398.5557,437.4141,360.564,469.1277,436.5833,257.3782,392.9446,494.4265,257.5844,428.2139,344.2635,573.448,360.13055,341.1753,249.646
yafL,21.548935,18.62532,13.74385,11.584795,23.005795,13.04767,8.3438405,16.47339,12.318475,8.3802875,8.981145,9.532531,18.704815,14.1712,4.2604915,4.5076295
yafM,105.05535,127.31725,56.99699,31.244205,99.518085,121.1736,30.95793,54.668485,36.115995,21.644995,57.913225,26.85077,75.80801,51.97857,21.75221,24.671305
fhiA,15.09467,6.7777405,9.6736845,8.2486235,9.173719,3.910062,5.9066635,5.574586,3.5579015,6.0677195,3.171782,4.8284835,4.805182,4.5897785,2.248892,4.184995
mbhA,24.565735,18.92995,11.941925,8.962943,28.294805,9.115784,13.848765,11.70423,5.41459,7.0424445,7.7756395,5.364579,9.1932215,14.126475,3.433918,4.385586
dinB,227.21225,189.7931,112.85735,80.49974,210.7325,116.4567,100.126615,116.0018,67.04688,54.207805,157.05925,36.991995,126.71475,152.11215,39.218165,40.997465
yafN,110.40935,125.09005,82.704595,44.5614,112.77755,109.85985,45.26475,120.23965,45.56118,43.86753,101.53863,14.89934,115.29365,99.48463,32.691555,31.09569
yafO,75.176005,79.80495,50.3315,40.217505,62.031345,61.17965,38.495235,82.71464,44.78071,45.731615,63.91187,12.54596,66.58916,75.33734,28.4907,30.043175
yafP,37.261145,45.490295,25.16689,16.801965,34.43098,29.333415,16.13733,49.084995,14.100335,18.653465,32.104835,7.2569045,31.633485,44.611085,10.057514,12.1538
ykfJ,10.298213,5.9800995,8.803307,6.240971,9.631471,4.6041225,3.887554,7.8501905,2.9653745,3.7583945,5.2152635,2.456845,4.115148,9.95031,2.221668,2.2677645
prfH,16.767605,8.79802,11.1439,8.0293255,15.09976,6.2184215,5.339981,11.945905,3.475558,6.4859225,3.9878125,2.221894,2.855121,14.04364,2.206751,2.292263
pepD,1632.6535,1518.2105,3204.781,2356.948,1656.2825,2609.7985,727.1859,3360.335,5854.692,1573.778,1335.5795,1338.1425,2906.38,2798.168,2138.386,1261.7965
gpt,1545.5235,1231.48,1964.495,1285.572,1238.051,1235.66,685.48315,2428.2825,1362.054,1860.9195,1633.491,1358.9115,2021.633,2302.3315,682.04235,652.87085
frsA,274.66475,222.3452,280.5767,208.21065,244.0481,240.4805,126.2027,325.832,393.4492,214.4027,261.68285,209.0777,300.01285,299.82005,157.7785,173.34595
crl,2766.7835,2949.625,647.7292,450.8433,2996.164,2576.4185,1187.1445,791.55285,750.0251,408.1246,1117.8445,938.45195,1746.249,685.3441,381.7223,171.80295
phoE,17.94401,14.93253,13.045875,11.26901,16.392605,12.04621,7.736883,8.8131775,16.303345,4.8883,6.960753,2.952469,7.2049345,6.5990185,2.577701,2.6292055
proB,577.0223,460.6965,485.0831,341.5458,522.5432,438.9762,205.20435,496.90585,498.4918,326.6959,277.4569,259.80675,406.36195,418.91855,181.6969,177.4067
proA,469.85125,402.57965,397.2458,329.9667,450.83725,349.5084,215.39635,423.0016,457.6741,336.085,226.75425,247.80965,355.5838,355.21645,204.64055,196.8236
thrW,2900.1565,3044.09,877.0781,929.759,3009.9555,2015.1235,2338.133,2059.33,1292.917,1862.423,1229.835,1369.3715,1755.938,1528.1925,848.68735,760.19035
ykfI,149.03965,111.40035,61.043915,61.04097,107.16,58.100795,89.575655,95.362265,40.166105,98.85877,51.95239,39.90257,58.94099,103.4156,25.21722,33.31939
yafW,52.26107,46.36944,22.56157,25.56548,33.319355,17.974875,36.449085,37.430515,12.61707,41.781065,23.258345,15.74429,16.20063,36.00225,11.59718,13.58952
ykfH,44.899805,36.868035,20.47525,17.905215,32.265515,15.827825,24.722465,28.47576,10.56145,23.93568,15.064485,12.800745,16.696215,31.019655,6.3068955,9.718583
ykfG,18.50722,14.341835,9.157466,10.108395,14.572415,7.018546,9.8550865,10.984095,3.424921,10.559685,5.5662765,4.92741,6.7741405,10.169643,2.577605,2.8482265
yafX,73.20436,61.8895,27.94266,26.196705,66.119085,35.48476,46.7445,41.76821,20.99933,32.617705,31.361345,22.004525,32.15172,32.787125,14.214195,15.58572
ykfF,80.30451,70.87673,45.173075,38.36234,74.318205,45.406825,49.940175,48.546395,26.523025,37.905945,29.12836,28.316875,57.262615,44.297335,17.03917,20.297345
ykfB,252.5918,237.17575,338.0932,274.3352,394.5047,233.9368,177.92485,153.80475,193.7337,158.57375,135.77205,141.4875,708.14915,103.9309,112.32855,158.55035
yafY,106.733,83.441065,55.744705,53.452255,88.71206,58.252605,72.96362,60.25369,52.685175,53.032765,47.055145,41.707065,63.99744,63.647615,31.354285,28.98881
yafZ,31.5804,24.364845,13.51692,13.257705,18.76354,18.01885,16.84216,13.838225,8.683194,13.762305,11.523695,11.88402,17.35666,11.55781,7.9396595,6.2710065
ykfA,164.58055,134.664,91.65353,68.480525,156.83105,113.1733,74.88697,77.989,89.83205,59.258695,55.590475,61.152025,119.52105,82.573105,38.126125,34.197115
perR,66.364465,68.308615,34.547495,28.785375,55.566345,41.25594,42.056335,51.41994,35.62949,36.57935,31.825955,22.293885,52.93081,41.84276,22.410585,21.61743
insN-1,35.087195,31.077955,14.7107,18.196135,40.338515,15.327255,22.57552,16.437315,10.930725,7.852435,8.7244025,7.7367045,10.628173,11.9775505,5.1963675,8.8906
insN-2,227.68425,185.567,84.816565,79.400815,218.68555,95.71438,150.8695,125.73295,74.448485,91.65164,66.36347,58.40293,96.791555,110.236355,55.629495,40.34264
insI-1,556.6293,597.38715,236.1106,165.3611,623.68265,582.5776,225.97845,666.19715,202.3166,159.75305,323.03895,158.82195,477.4176,506.1495,116.9229,96.111935
insI-2,549.26875,557.93395,248.18395,158.20555,604.93825,576.24385,225.7441,680.12105,189.63665,150.15295,310.39085,157.0321,484.8754,504.9619,120.927,89.16254
insI-3,610.73125,601.3576,250.36935,166.7388,643.74665,572.4134,227.6772,789.40115,196.54295,153.401,327.34565,160.55055,507.7181,524.39155,127.2242,94.067
insO-1,324.0102,281.0521,213.6982,146.00705,357.9115,269.70495,158.55975,216.54165,166.11125,140.38375,131.6035,152.51335,261.54855,191.6636,74.196085,79.41681
ykfC,79.838835,68.52812,44.207515,35.791095,115.5331,53.66323,50.33274,55.820095,31.791075,33.120135,35.360275,36.146495,54.974035,46.83819,20.39591,21.881135
insH-1,7414.796,7100.7365,3353.395,2451.183,8051.015,5199.295,3302.0875,3131.118,3890.5255,2202.986,2966.3135,3099.4805,3877.7305,4439.6435,1631.463,2042.922
insH-2,7416.1185,7093.022,3316.8655,2379.9305,8431.8345,5401.119,3300.429,3119.7725,3970.7245,2226.2195,2804.619,3088.9245,3946.668,4447.4545,1733.994,2074.0555
insH-3,7384.9135,7118.8195,3433.561,2438.5575,8244.893,5272.8655,3229.484,3075.012,3948.136,2224.1385,2812.7335,3166.7005,3899.0295,4553.1985,1664.767,2079.295
insH-4,7412.808,7145.842,3452.6665,2464.3975,8307.889,5403.901,3312.997,3108.2085,3918.585,2246.4715,2977.49,3158.275,4088.4445,4548.035,1645.9505,2109.821
insH-5,6060.2385,5226.183,2499.0325,2108.745,6038.814,3965.34,2800.005,2281.295,3160.5095,1972.634,2055.6505,2470.9445,2971.9895,3043.574,1427.457,1752.18
insH-6,7489.8045,7275.4965,3384.3855,2461.283,8486.4065,5495.8525,3372.8735,3032.611,4081.7745,2265.5495,2901.504,3032.2185,3987.2825,4548.0435,1678.878,2078.941
insH-7,7460.1695,6998.5005,3259.608,2561.1815,8250.2785,5284.585,3243.488,3030.3425,4002.4935,2202.5105,2805.877,3117.3,3968.636,4505.802,1654.0525,2067.78
